order_id,customer_id,order_date,product_id,product_category,quantity,unit_price,discount,tax,shipping_cost,order_amount,payment_method,order_status,sales_region
808,552,2025-04-20,215,Books,2,93.63,31.94,5.36,11.93,461.79,UPI,Cancelled,North
810,602,2025-02-23,238,Books,3,200.11,6.65,21.1,16.33,724.3,Card,Pending,North
811,115,2025-08-24,187,Electronics,4,203.87,9.92,21.38,7.65,958.72,UPI,Pending,South
812,88,2025-04-28,115,Electronics,5,46.71,39.34,1.73,9.74,130.46,Card,Pending,South
813,966,2026-05-09,216,Electronics,2,278.23,31.3,20.82,4.46,950.17,Cash,Completed,North
814,252,2025-03-17,250,Electronics,4,230.65,39.85,18.46,11.4,313.94,Card,Pending,South
815,201,2025-10-08,117,Electronics,1,172.07,19.34,12.81,7.32,881.3,Card,Completed,West
816,893,2025-11-20,177,Home,4,19.12,39.25,9.33,7.66,869.3,Cash,Pending,West
817,365,2025-10-24,293,Electronics,2,43.46,36.94,20.16,13.89,451.7,UPI,Cancelled,East
818,339,2025-05-16,229,Electronics,3,249.19,44.77,8.12,12.44,999.4,Card,Returned,South
819,850,2025-11-06,130,Electronics,2,165.24,46.56,2.17,9.03,509.53,UPI,Pending,West
820,782,2025-12-20,236,Electronics,5,47.45,7.51,6.21,8.49,137.53,Card,Pending,North
821,850,2026-05-11,204,Electronics,1,166.28,28.32,5.83,12.78,537.04,Card,Returned,North
822,176,2025-02-07,251,Electronics,1,18.18,9.22,26.22,15.43,127.36,Card,Completed,East
823,692,2025-03-03,125,Electronics,1,234.21,10.52,3.67,13.04,518.0,Cash,Cancelled,East
824,282,2025-12-07,269,Home,3,129.16,20.65,24.11,9.21,864.2,Cash,Returned,East
825,589,2025-03-10,233,Books,5,237.25,1.26,14.34,4.45,163.78,Cash,Pending,East
826,900,2025-10-22,283,Books,5,191.27,19.12,10.19,19.6,959.48,UPI,Returned,West
827,142,2026-03-25,190,Electronics,4,92.52,3.44,24.38,15.17,265.68,UPI,Pending,North
828,938,2026-01-09,160,Electronics,1,202.54,49.78,28.39,0.06,445.82,Cash,Returned,South
829,276,2026-04-12,297,Books,2,285.96,33.06,13.72,4.28,659.04,Cash,Pending,South
830,569,2025-10-13,128,Home,1,128.27,19.92,18.72,14.7,535.49,Cash,Returned,East
831,732,2025-05-05,122,Electronics,5,228.9,47.3,17.67,6.76,439.37,Card,Returned,North
832,305,2026-05-01,219,Home,3,147.05,4.67,26.87,16.32,67.82,Card,Returned,South
833,785,2026-04-29,277,Books,3,243.47,32.63,4.43,1.22,676.85,Cash,Returned,North
834,569,2025-04-24,294,Books,2,125.51,49.51,19.27,10.33,304.87,Cash,Completed,North
835,241,2025-12-30,147,Home,4,112.13,25.06,10.87,19.91,245.34,Card,Returned,South
836,277,2025-01-19,131,Books,1,88.35,43.84,18.65,5.58,238.25,UPI,Completed,West
837,124,2025-10-17,209,Electronics,3,81.24,2.79,12.48,0.34,133.73,Card,Returned,West
838,66,2025-03-15,258,Books,3,271.51,12.29,10.82,2.23,790.17,UPI,Returned,West
839,187,2025-01-07,233,Books,3,247.35,33.01,17.05,9.18,807.45,UPI,Completed,South
840,830,2025-11-05,114,Electronics,4,46.17,15.67,2.58,17.43,197.34,Card,Pending,East
841,624,2025-10-03,285,Electronics,3,294.21,15.32,13.54,0.53,949.95,Card,Returned,North
842,682,2026-02-16,137,Home,2,250.97,12.15,11.8,12.07,294.04,Card,Returned,East
843,211,2026-02-06,255,Books,1,201.19,11.89,24.65,8.67,-28.4,Cash,Completed,South
844,267,2025-08-16,248,Electronics,5,225.81,38.69,1.42,12.03,694.44,Cash,Completed,East
844,267,2025-08-16,248,Electronics,5,225.81,38.69,1.42,12.03,694.44,Cash,Completed,East
846,414,2025-12-28,269,Books,4,283.43,33.3,4.2,3.51,663.01,UPI,Completed,South
847,779,2026-03-25,190,Electronics,4,87.13,1.29,25.21,12.26,349.13,Card,Cancelled,South
848,205,2025-07-24,158,Home,5,223.68,19.28,24.22,16.89,544.43,UPI,Cancelled,North
849,487,2025-02-20,176,Books,5,69.47,23.37,13.45,16.96,665.54,Card,Returned,North
850,603,2025-07-01,126,Electronics,1,143.78,13.89,15.23,17.28,208.57,Cash,Cancelled,North
851,8,2026-02-03,187,Home,2,196.3,45.18,25.59,10.73,445.65,UPI,Pending,West
852,381,2025-10-03,221,Electronics,4,37.41,9.68,1.93,17.59,783.3,Cash,Cancelled,North
853,631,2025-06-25,211,Books,4,32.31,9.18,22.1,3.76,976.56,UPI,Completed,West
854,662,2026-03-03,127,Electronics,1,48.92,38.21,14.2,2.53,767.87,Cash,Pending,East
855,500,2026-03-01,229,Electronics,3,80.97,40.16,3.41,19.67,892.09,UPI,Cancelled,North
856,20,2025-03-01,151,Electronics,2,91.0,48.38,7.17,6.8,476.66,Cash,Cancelled,East
857,506,2025-03-31,157,Books,1,257.23,10.54,28.26,5.6,72.28,Card,Pending,West
858,959,2025-05-18,299,Books,3,12.33,48.67,9.8,19.13,449.42,UPI,Cancelled,East
859,753,2026-03-30,242,Books,1,228.76,39.82,15.58,19.95,593.46,Card,Returned,South
860,601,2025-03-01,152,Home,2,231.79,15.7,26.14,18.89,423.65,Card,Pending,North
861,337,2025-10-15,244,Home,2,225.16,33.42,2.99,17.25,383.51,UPI,Completed,North
862,57,2025-04-12,109,Books,2,267.44,28.03,20.43,17.21,942.29,Cash,Cancelled,North
863,774,2026-03-10,286,Books,4,288.96,16.66,5.66,4.52,,UPI,Pending,East
864,19,2026-02-11,267,Books,4,120.46,9.35,27.54,8.99,930.39,Card,Pending,East
865,228,2025-06-19,185,Home,3,240.42,13.45,20.7,8.46,257.2,Cash,Pending,West
866,1006,2025-06-19,200,Home,4,98.07,27.09,1.22,2.91,166.15,UPI,Pending,East
867,64,2025-11-22,164,Electronics,5,196.2,15.23,7.09,4.53,480.99,UPI,Pending,West
868,618,2025-11-17,134,Books,2,192.26,17.94,21.42,8.93,-40.67,Card,Returned,East
869,781,2025-10-31,241,Electronics,5,259.84,2.75,8.15,19.9,278.53,UPI,Cancelled,East
870,855,2025-06-15,244,Electronics,5,93.45,26.09,8.62,19.34,532.8,Cash,Cancelled,East
871,406,2025-04-17,145,Home,2,253.24,22.62,22.16,7.42,692.34,Card,Pending,West
872,503,2025-04-02,290,Books,5,6.47,0.7,7.18,2.79,988.76,Cash,Cancelled,North
873,597,2025-11-23,210,Home,1,19.9,13.9,18.74,19.3,300.9,Cash,Pending,West
874,496,2025-07-23,157,Electronics,3,98.86,33.45,14.96,12.54,90.88,Cash,Pending,East
875,713,2025-04-25,122,Books,5,81.82,16.78,14.19,10.46,539.83,Cash,Completed,East
876,507,2025-10-22,174,Home,1,167.85,36.23,19.97,9.68,948.22,UPI,Pending,North
877,923,2025-06-15,202,Home,5,145.95,45.68,23.49,16.61,1.64,UPI,Returned,West
878,676,2026-04-19,276,Home,3,273.16,1.31,18.92,11.84,882.71,UPI,Pending,South
879,304,2025-02-09,266,Books,1,183.99,17.57,17.5,7.92,545.23,Cash,Cancelled,North
880,664,2025-12-26,228,Electronics,3,280.06,4.83,3.4,8.26,669.24,Card,Returned,West
881,75,2026-01-06,233,Home,5,224.18,10.88,22.59,9.79,320.98,Cash,Pending,South
882,561,2026-01-25,290,Books,5,34.07,4.78,18.92,3.18,394.82,UPI,Completed,North
883,765,2025-07-31,246,Books,4,221.42,10.97,26.78,0.19,-23.38,UPI,Completed,East
884,265,2025-01-02,141,Books,2,89.34,29.27,7.9,6.64,488.05,UPI,Returned,South
885,496,2025-09-10,225,Books,2,117.06,12.47,22.13,15.37,604.21,Card,Completed,West
886,919,2025-08-05,256,Home,3,190.52,38.2,26.33,9.8,372.14,UPI,Pending,East
886,919,2025-08-05,256,Home,3,190.52,38.2,26.33,9.8,372.14,UPI,Pending,East
888,398,2025-05-20,191,Electronics,1,151.3,5.65,8.51,0.05,934.47,Card,Pending,North
889,961,2025-11-28,117,Books,2,22.68,48.32,6.99,14.49,-35.31,Card,Cancelled,West
890,643,2026-03-21,178,Electronics,1,206.59,41.35,14.1,11.98,610.71,UPI,Completed,East
891,253,2025-08-16,154,Electronics,4,89.79,36.58,14.31,1.52,202.51,Cash,Completed,East
892,326,2025-10-15,286,Electronics,5,37.81,9.96,11.54,13.63,719.18,Card,Completed,West
893,368,2025-01-11,178,Books,2,254.39,45.3,20.28,9.94,104.64,UPI,Returned,East
894,769,2026-03-11,222,Home,2,236.09,35.28,8.75,4.42,150.65,Card,Pending,East
895,627,2025-06-23,127,Electronics,5,256.24,36.97,24.44,13.62,228.63,Cash,Cancelled,South
896,451,2025-01-29,209,Books,2,178.45,22.5,17.04,5.13,19.72,Card,Pending,South
897,671,2025-05-25,116,Electronics,3,5.27,46.56,11.12,13.72,622.33,Cash,Returned,West
898,627,2025-07-30,127,Books,4,285.54,23.71,6.72,14.87,668.59,UPI,Cancelled,North
899,637,2025-06-26,124,Books,2,66.77,11.9,8.49,12.14,58.88,UPI,Cancelled,West
900,217,2026-04-25,222,Home,1,271.41,32.74,13.79,17.13,576.85,Cash,Returned,North
901,766,2025-12-01,123,Home,3,50.87,35.2,12.41,19.71,-3.31,UPI,Returned,North
902,860,2025-06-28,298,Electronics,5,28.36,47.79,10.76,1.27,90.32,Cash,Completed,South
903,199,2026-01-14,240,Books,3,205.14,16.91,3.98,15.95,817.6,Cash,Completed,South
904,760,2026-03-01,291,Home,1,27.66,11.16,26.48,6.82,560.62,Card,Returned,South
905,479,2026-04-22,257,Books,5,86.46,4.13,3.3,7.32,780.29,Card,Returned,South
906,847,2025-06-20,203,Home,4,154.09,32.68,19.27,1.17,310.21,Cash,Cancelled,West
907,695,2025-10-25,217,Home,1,281.12,30.74,5.75,11.74,195.25,Cash,Pending,South
908,212,2025-06-30,122,Home,1,282.45,40.88,17.73,7.26,212.34,Cash,Cancelled,East
909,499,2025-08-02,168,Electronics,3,287.9,13.56,3.24,19.43,697.94,UPI,Returned,South
910,143,2025-10-29,120,Electronics,5,53.26,20.84,11.94,6.73,731.17,UPI,Returned,South
911,340,2026-04-13,112,Books,5,148.63,24.19,20.96,5.47,,Cash,Cancelled,East
912,248,2026-01-29,152,Electronics,1,34.11,23.71,1.66,9.0,655.68,Cash,Pending,West
913,325,2025-10-07,104,Electronics,5,265.56,3.89,28.84,19.37,682.4,UPI,Pending,West
914,844,2026-05-16,269,Home,4,296.85,31.58,3.54,13.41,943.04,Card,Returned,North
915,77,2026-02-28,213,Home,5,9.88,46.84,25.21,8.52,965.49,UPI,Pending,South
916,421,2025-02-07,251,Electronics,5,228.79,20.62,11.33,12.71,631.15,UPI,Pending,East
917,943,2025-02-17,127,Home,3,86.25,49.68,19.97,14.57,33.83,Cash,Completed,East
918,88,2026-05-07,186,Books,2,271.28,11.44,27.55,12.5,447.14,Card,Completed,West
919,536,2025-08-12,284,Home,3,235.55,47.36,12.72,11.57,634.63,Card,Completed,South
920,794,2025-01-08,175,Home,1,252.59,13.81,13.66,7.19,515.02,UPI,Cancelled,West
921,869,2025-04-29,108,Home,5,260.43,39.53,8.34,16.86,992.14,Card,Returned,South
922,992,2025-07-25,212,Home,1,191.2,46.86,6.88,12.14,631.99,UPI,Returned,East
923,960,2026-05-10,270,Home,3,273.09,45.07,6.49,15.07,980.26,Cash,Returned,West
924,322,2025-03-18,192,Books,4,171.04,42.78,14.11,16.19,910.09,UPI,Returned,South
925,750,2025-05-16,176,Books,2,259.12,42.92,9.48,18.73,894.83,UPI,Cancelled,East
926,514,2025-09-19,229,Electronics,5,35.15,14.55,17.9,13.6,489.2,UPI,Cancelled,West
927,338,2025-01-26,130,Electronics,4,64.13,18.49,9.34,0.24,113.67,UPI,Returned,North
928,590,2025-11-27,216,Books,2,212.85,8.63,16.77,14.98,754.06,Cash,Pending,North
929,453,2026-03-26,254,Electronics,2,180.94,46.05,5.65,16.22,757.35,Cash,Returned,West
930,103,2025-09-22,152,Books,4,25.37,23.1,15.81,8.48,680.02,Cash,Pending,South
931,574,2025-08-22,164,Home,4,115.52,48.33,20.41,19.51,699.84,Cash,Pending,East
932,353,2026-02-25,163,Books,2,149.74,43.53,27.2,13.57,124.66,Cash,Completed,South
933,758,2025-10-18,289,Home,1,224.77,10.24,16.61,18.37,317.21,UPI,Returned,East
934,881,2025-06-10,206,Books,4,209.96,2.92,17.94,16.36,880.89,Card,Completed,South
935,241,2025-02-06,259,Electronics,1,66.32,3.25,24.18,0.14,200.76,UPI,Pending,North
936,859,2026-04-15,134,Home,3,209.59,6.68,5.87,17.54,926.86,Cash,Pending,West
937,816,2025-08-15,150,Home,5,275.88,42.38,4.94,7.72,47.09,Card,Pending,South
937,816,2025-08-15,150,Home,5,275.88,42.38,4.94,7.72,47.09,Card,Pending,South
939,389,2025-07-02,277,Books,3,284.95,29.21,16.75,12.74,-30.32,Card,Pending,South
940,217,2025-05-04,216,Home,4,269.08,28.63,4.35,6.41,,Cash,Completed,North
941,164,2025-07-20,172,Books,2,156.77,3.69,27.48,11.53,168.37,UPI,Returned,East
942,16,2026-04-02,148,Books,5,7.92,6.84,28.1,12.24,282.0,Card,Pending,South
943,292,2025-01-09,254,Books,5,279.08,39.93,7.24,11.54,383.89,UPI,Returned,South
944,538,2025-09-08,277,Books,3,212.51,9.23,18.92,17.46,109.9,Card,Cancelled,South
945,122,2025-12-14,267,Electronics,2,41.79,3.83,5.84,2.28,216.7,Card,Completed,East
946,715,2025-03-17,233,Electronics,5,207.52,34.35,25.4,2.98,299.58,Cash,Returned,North
947,685,2025-12-15,245,Books,5,257.17,17.55,14.77,17.81,881.68,Card,Completed,East
948,525,2025-07-09,181,Electronics,4,23.95,32.67,24.39,14.8,430.72,Card,Cancelled,South
949,266,2026-04-28,222,Home,5,180.65,20.9,24.28,8.64,616.52,UPI,Pending,South
950,99,2025-04-24,249,Electronics,4,60.27,25.76,4.3,1.64,524.95,UPI,Cancelled,North
951,76,2025-05-21,223,Books,3,259.7,31.37,11.09,19.46,706.33,Cash,Pending,East
952,1,2025-02-14,200,Home,5,111.35,34.36,22.52,3.96,533.17,Card,Completed,South
953,847,2026-04-27,163,Books,4,88.77,42.18,16.05,12.08,427.97,UPI,Completed,North
954,53,2025-04-04,299,Home,4,119.53,19.81,18.31,1.22,552.83,UPI,Cancelled,South
955,686,2026-04-18,117,Home,4,190.91,17.94,6.86,7.4,71.97,UPI,Pending,West
956,774,2025-05-10,122,Home,3,282.67,47.29,3.31,1.08,-20.13,Cash,Cancelled,South
957,384,2025-05-09,256,Electronics,2,120.9,25.89,8.49,11.73,936.32,Card,Cancelled,West
958,8,2025-10-08,180,Home,1,50.76,15.13,29.72,14.45,,Card,Pending,North
959,52,2025-05-05,155,Books,2,252.77,36.15,14.89,19.01,170.39,UPI,Completed,North
960,720,2026-01-12,278,Books,1,11.42,33.78,15.69,6.12,599.06,Cash,Pending,South
961,505,2025-06-08,181,Home,3,189.73,13.72,22.49,16.16,916.05,Cash,Returned,South
962,806,2025-11-19,189,Home,2,29.14,39.26,11.68,13.71,815.75,Cash,Cancelled,North
963,740,2025-08-09,121,Electronics,2,20.76,16.42,25.74,0.47,98.42,Cash,Cancelled,East
964,900,2026-03-25,236,Electronics,2,128.68,41.21,4.37,18.18,191.29,Card,Returned,East
965,892,2025-03-28,144,Home,4,11.42,17.66,26.35,18.26,101.76,UPI,Completed,West
966,232,2026-01-09,257,Books,4,187.66,6.45,9.11,6.46,222.92,UPI,Cancelled,South
967,894,2025-12-12,260,Books,4,116.72,24.52,26.27,3.65,,UPI,Pending,South
968,130,2025-01-08,106,Books,2,98.25,33.91,4.72,19.9,200.6,Card,Returned,South
969,199,2026-03-20,285,Home,2,158.83,29.32,24.74,10.72,943.01,Card,Pending,North
970,903,2026-02-09,235,Electronics,3,33.71,10.92,17.3,9.31,99.12,Cash,Returned,West
971,96,2025-04-03,239,Electronics,3,185.63,32.17,21.91,2.9,975.83,Card,Completed,West
972,419,2026-04-29,198,Home,2,123.17,14.32,4.74,12.29,745.99,Cash,Returned,South
973,664,2025-10-08,186,Books,1,9.67,10.6,10.8,7.51,839.76,Card,Pending,West
974,27,2026-04-18,101,Electronics,4,225.47,31.69,24.08,12.26,247.72,Card,Completed,West
975,970,2026-05-05,227,Electronics,4,44.48,2.04,10.36,0.89,82.08,Card,Pending,West
976,181,2026-04-26,211,Home,3,181.45,43.02,9.15,0.35,,Card,Cancelled,South
977,998,2026-02-15,205,Electronics,1,52.17,9.2,14.76,18.88,358.04,Card,Returned,South
978,990,2025-03-17,220,Books,4,36.75,49.33,17.32,17.99,102.19,UPI,Pending,West
979,716,2025-11-20,223,Home,5,249.26,13.36,22.49,6.65,609.06,Cash,Returned,South
980,523,2025-06-17,249,Electronics,4,28.26,5.66,1.25,15.07,346.22,Cash,Pending,West
981,435,2025-10-22,153,Electronics,4,87.79,27.59,13.41,15.96,123.32,Cash,Completed,North
982,678,2025-11-01,273,Home,5,81.96,30.57,13.66,6.22,792.2,UPI,Returned,West
983,609,2025-10-26,223,Books,5,22.71,14.82,22.01,11.78,13.48,UPI,Pending,North
984,88,2025-08-17,103,Electronics,2,216.12,23.39,4.73,13.74,635.32,Cash,Pending,South
985,179,2026-02-20,248,Electronics,3,45.03,45.32,24.96,1.41,-10.21,Card,Cancelled,North
986,834,2025-01-21,100,Home,5,8.29,14.07,25.76,7.82,187.86,Cash,Pending,East
987,957,2025-07-23,211,Home,3,165.46,36.36,12.56,5.64,354.02,Card,Pending,East
988,809,2025-07-28,211,Books,4,107.94,18.11,17.5,9.45,,Card,Cancelled,South
989,912,2025-06-17,128,Electronics,2,52.86,44.61,25.56,6.48,366.68,Card,Pending,East
990,562,2025-09-09,178,Home,4,64.7,3.62,4.63,11.16,710.06,Cash,Returned,East
991,683,2026-03-19,282,Electronics,2,196.38,7.41,29.12,3.86,,Card,Pending,North
992,250,2025-08-22,256,Home,4,45.47,45.98,13.43,6.71,889.37,Cash,Completed,South
993,659,2025-05-18,208,Electronics,5,153.32,42.77,28.98,10.03,366.32,Card,Cancelled,East
994,24,2025-01-18,271,Home,1,98.73,1.6,24.35,1.31,468.61,Cash,Pending,South
995,264,2025-07-12,116,Home,2,26.94,7.12,10.96,14.43,109.81,Cash,Cancelled,West
996,361,2026-03-22,105,Books,2,124.14,10.13,29.29,15.85,983.91,Card,Cancelled,South
997,817,2025-05-17,102,Home,5,51.61,24.58,24.46,1.56,730.8,UPI,Completed,West
998,515,2025-04-02,294,Electronics,4,170.78,44.27,5.18,10.55,109.91,Card,Pending,East
999,768,2025-07-26,233,Home,5,259.82,38.28,22.9,6.75,129.32,UPI,Cancelled,East
1000,907,2025-11-27,237,Books,4,265.61,3.02,21.73,15.53,873.46,UPI,Returned,West
1001,83,2025-01-19,229,Electronics,1,167.34,48.51,1.89,10.66,143.36,Card,Returned,North
1002,427,2025-10-05,120,Electronics,5,267.28,17.25,8.34,19.03,,Card,Pending,South
1003,212,2026-05-06,112,Books,3,198.87,27.68,6.01,10.04,589.8,Card,Pending,West
1004,585,2025-07-31,170,Electronics,2,124.37,46.81,7.88,4.91,606.59,Card,Completed,West
1005,684,2025-03-02,290,Electronics,3,17.31,43.68,7.63,8.55,236.6,Card,Completed,West
1006,692,2025-09-17,154,Home,5,286.96,3.63,6.24,19.67,577.51,Cash,Returned,South
1007,729,2025-08-13,110,Home,5,126.39,30.63,7.71,4.36,115.04,Cash,Returned,South
1008,190,2025-03-15,122,Books,2,252.49,12.14,6.5,19.48,864.31,Card,Cancelled,East
1009,680,2026-05-13,163,Books,5,39.88,35.6,26.61,12.5,807.3,Card,Completed,West
1010,16,2026-03-10,152,Home,3,120.87,12.79,1.43,9.75,944.81,Cash,Pending,South
1011,512,2025-07-19,123,Home,5,211.14,37.75,11.68,12.36,930.12,Cash,Cancelled,West
1012,499,2025-08-16,198,Books,1,62.67,5.81,15.4,6.74,449.46,Card,Completed,South
1013,872,2026-03-18,139,Home,4,239.3,15.41,16.64,7.62,47.92,Cash,Pending,West
1014,921,2025-04-24,280,Home,2,256.5,20.13,3.38,15.32,304.55,UPI,Cancelled,South
1015,249,2025-06-20,108,Home,4,62.01,40.14,10.78,13.36,275.53,Cash,Returned,North
1016,1009,2025-05-07,141,Home,2,172.38,26.56,9.45,10.72,557.97,Card,Returned,East
1017,1014,2026-03-13,190,Books,3,58.69,31.06,5.89,2.13,86.38,Cash,Pending,East
1018,187,2025-01-29,274,Electronics,5,95.24,34.97,25.29,16.7,244.34,Card,Pending,East
1019,596,2025-03-10,196,Books,1,163.13,31.75,16.76,5.55,,Card,Returned,East
1020,807,2026-04-01,214,Books,1,91.78,2.76,15.06,0.7,-32.02,UPI,Cancelled,South
1021,919,2026-03-02,151,Books,2,138.48,43.98,13.2,19.98,229.91,Card,Returned,North
1021,919,2026-03-02,151,Books,2,138.48,43.98,13.2,19.98,229.91,Card,Returned,North
1023,716,2025-05-07,133,Books,2,257.36,43.08,13.28,5.98,942.58,Cash,Cancelled,West
1024,391,2025-07-29,188,Books,5,56.37,41.55,8.71,8.3,195.17,UPI,Cancelled,North
1025,332,2025-12-13,188,Books,4,15.45,26.11,23.1,9.08,298.59,UPI,Pending,East
1026,571,2025-07-29,280,Books,1,37.28,9.37,16.2,9.71,82.32,UPI,Completed,East
1027,990,2025-07-06,184,Books,2,248.46,45.66,8.81,5.13,381.17,Cash,Returned,West
1028,669,2026-05-05,258,Electronics,1,232.52,25.25,7.1,9.26,969.21,Card,Returned,West
1029,943,2026-02-08,122,Books,4,35.87,17.88,24.06,3.4,82.9,Cash,Pending,South
1030,385,2025-06-30,275,Books,5,147.48,43.69,21.59,12.36,400.8,UPI,Cancelled,South
1031,574,2025-08-03,146,Home,2,103.47,9.39,7.02,9.52,136.04,Cash,Returned,East
1032,707,2026-04-30,171,Home,1,252.88,32.25,27.89,16.55,711.38,Card,Returned,East
1033,825,2025-05-30,212,Books,4,269.79,25.21,14.71,7.35,874.5,Cash,Pending,East
1034,822,2025-11-17,226,Home,4,194.96,38.35,1.05,7.12,-32.44,UPI,Returned,South
1035,218,2025-04-16,113,Books,2,29.44,21.96,24.16,15.66,990.95,Cash,Cancelled,East
1036,611,2025-09-21,237,Books,1,140.39,26.61,24.17,14.71,,UPI,Pending,West
1037,503,2026-02-16,147,Electronics,1,8.13,40.18,13.28,12.32,68.68,Cash,Pending,East
1038,757,2025-06-02,222,Home,3,111.75,7.03,29.5,16.22,904.54,Card,Cancelled,North
1039,252,2025-10-12,176,Books,4,291.14,5.32,2.95,19.3,,Cash,Pending,North
1040,372,2025-06-16,222,Books,5,94.27,34.77,19.23,8.48,922.93,Cash,Cancelled,East
1041,983,2025-03-31,254,Electronics,5,76.92,27.63,25.64,18.24,152.76,UPI,Returned,West
1042,665,2025-04-19,175,Electronics,4,20.08,23.58,11.38,7.89,950.97,UPI,Returned,North
1043,887,2025-04-27,299,Home,4,14.9,15.58,8.4,1.08,846.18,Cash,Cancelled,West
1044,261,2026-01-02,226,Home,4,292.38,9.23,24.61,6.35,759.59,Cash,Cancelled,North
1045,670,2025-12-11,120,Electronics,4,223.61,39.97,26.22,1.3,143.14,Card,Returned,East
1046,735,2025-12-03,220,Home,3,242.67,9.64,1.22,4.8,652.88,Cash,Completed,South
1047,375,2025-10-20,240,Electronics,3,175.95,5.38,21.34,5.17,933.31,Card,Returned,West
1048,699,2025-02-07,112,Home,4,184.92,13.48,29.86,13.36,151.98,Cash,Pending,North
1049,876,2025-11-09,217,Electronics,1,227.53,44.76,2.56,10.32,237.48,UPI,Pending,South
1050,259,2025-04-12,198,Home,3,121.39,0.25,9.88,14.8,-43.25,Card,Completed,East
1050,259,2025-04-12,198,Home,3,121.39,0.25,9.88,14.8,-43.25,Card,Completed,East
1052,416,2026-05-14,115,Home,1,90.25,22.85,29.04,3.37,599.53,UPI,Returned,North
1053,463,2025-07-25,173,Books,4,174.36,34.59,24.84,8.13,368.01,Cash,Pending,North
1054,484,2025-05-17,135,Books,5,151.15,44.86,15.12,15.81,803.64,Cash,Pending,South
1055,527,2026-03-04,243,Books,2,209.46,7.78,3.5,15.41,599.29,UPI,Completed,West
1056,389,2025-03-01,101,Home,2,124.69,38.68,11.45,3.53,24.62,Cash,Pending,South
1057,309,2025-02-16,100,Books,3,42.09,33.96,14.08,6.86,718.19,UPI,Pending,West
1058,122,2025-12-27,230,Books,5,36.25,7.15,25.6,1.44,773.11,Cash,Pending,North
1059,15,2025-06-06,225,Home,2,259.13,48.03,28.24,2.7,216.22,Card,Pending,North
1059,15,2025-06-06,225,Home,2,259.13,48.03,28.24,2.7,216.22,Card,Pending,North
1061,44,2025-03-27,109,Electronics,5,138.93,29.46,27.51,0.79,183.1,Cash,Completed,South
1062,649,2025-05-18,230,Electronics,5,125.78,25.38,7.18,7.41,868.13,Card,Pending,South
1063,82,2025-01-21,190,Home,5,21.65,5.23,7.1,4.01,249.32,Cash,Cancelled,East
1064,529,2025-01-26,252,Home,4,78.37,6.04,4.4,9.09,607.31,UPI,Returned,East
1065,198,2025-01-06,260,Home,5,106.27,25.01,20.88,6.35,812.59,UPI,Pending,East
1066,74,2025-11-24,112,Books,5,87.11,21.06,7.31,19.82,52.44,Card,Cancelled,West
1067,788,2025-06-29,138,Electronics,3,189.93,12.38,21.49,3.79,665.54,Cash,Pending,West
1068,80,2026-01-31,239,Home,1,206.95,14.3,11.51,14.82,310.4,Cash,Cancelled,North
1069,285,2025-07-31,202,Books,3,243.36,36.87,20.72,5.3,359.65,UPI,Cancelled,West
1070,439,2025-10-12,284,Electronics,4,232.75,30.1,14.62,8.64,266.3,Cash,Cancelled,East
1071,763,2026-02-15,139,Home,1,163.19,23.13,4.22,5.6,220.38,UPI,Returned,South
1072,756,2026-02-04,146,Books,5,158.36,34.14,18.76,19.72,974.98,UPI,Returned,North
1073,120,2025-09-16,104,Home,4,81.29,40.31,26.75,8.7,803.08,Cash,Completed,South
1074,442,2025-11-15,195,Electronics,4,198.81,2.59,25.69,9.07,813.44,Card,Returned,South
1075,30,2026-05-01,126,Books,2,242.06,34.11,11.63,2.02,61.6,Cash,Cancelled,North
1076,444,2026-05-05,277,Home,2,22.47,22.04,5.76,16.97,460.6,UPI,Returned,North
1077,960,2026-04-23,217,Books,3,277.92,29.98,10.05,18.86,599.82,UPI,Completed,East
1078,149,2025-10-28,173,Books,2,256.61,22.27,17.17,15.46,681.98,Card,Cancelled,East
1079,1007,2025-01-04,170,Electronics,4,192.1,21.44,17.92,19.47,870.6,Cash,Returned,North
1080,470,2025-01-19,134,Electronics,4,180.13,37.41,7.98,18.06,131.95,Cash,Pending,South
1081,563,2025-12-21,204,Home,5,269.81,47.35,26.91,17.83,32.91,Card,Completed,North
1082,661,2025-08-18,266,Home,4,191.66,1.67,23.1,16.34,867.28,Card,Pending,East
1083,334,2025-09-20,119,Home,3,90.2,11.1,25.07,6.77,90.19,Cash,Pending,East
1084,151,2025-06-18,183,Books,3,85.62,29.39,18.89,9.79,318.59,Cash,Completed,North
1085,644,2026-03-26,236,Home,3,94.1,47.51,5.69,8.23,709.34,Card,Pending,West
1086,716,2026-02-03,124,Books,2,205.15,37.64,18.35,15.55,694.72,Card,Cancelled,North
1087,234,2025-05-22,128,Books,4,191.55,18.12,23.3,8.11,876.89,Card,Pending,North
1088,336,2026-01-19,272,Books,4,16.25,37.68,28.35,18.01,44.71,Card,Cancelled,West
1089,874,2025-05-03,299,Home,1,68.78,32.05,18.83,13.66,508.17,UPI,Pending,South
1090,722,2025-11-18,241,Books,4,279.89,10.04,16.26,6.9,628.02,Card,Completed,East
1091,655,2025-05-03,295,Electronics,1,129.23,24.36,22.7,6.43,510.17,Card,Returned,East
1092,592,2025-09-01,265,Home,5,120.53,26.65,21.26,12.67,999.95,UPI,Cancelled,North
